series_id,trend_type,sample_index,sampled_at,lot_id,wafer_id,equipment_id,process_step,sensor_name,target,sigma,lcl,ucl,critical_low,critical_high,value,point_label,is_anomalous_point,is_valid_reading
normal_004,normal,24,2026-01-05T16:00:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.729,baseline,false,true
normal_004,normal,25,2026-01-05T16:10:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,97.236,baseline,false,true
normal_004,normal,26,2026-01-05T16:20:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.023,baseline,false,true
normal_004,normal,27,2026-01-05T16:30:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,97.514,baseline,false,true
normal_004,normal,28,2026-01-05T16:40:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.762,baseline,false,true
normal_004,normal,29,2026-01-05T16:50:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.492,baseline,false,true
normal_005,normal,0,2026-01-05T13:00:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,100.031,baseline,false,true
normal_005,normal,1,2026-01-05T13:10:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,100.756,baseline,false,true
normal_005,normal,2,2026-01-05T13:20:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,103.137,baseline,false,true
normal_005,normal,3,2026-01-05T13:30:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,101.443,baseline,false,true
normal_005,normal,4,2026-01-05T13:40:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,99.856,baseline,false,true
normal_005,normal,5,2026-01-05T13:50:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,102.192,baseline,false,true
normal_005,normal,6,2026-01-05T14:00:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,103.004,baseline,false,true
normal_005,normal,7,2026-01-05T14:10:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,98.326,baseline,false,true
normal_005,normal,8,2026-01-05T14:20:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,99.764,baseline,false,true
normal_005,normal,9,2026-01-05T14:30:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,102.366,baseline,false,true
normal_005,normal,10,2026-01-05T14:40:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,100.522,baseline,false,true
normal_005,normal,11,2026-01-05T14:50:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,101.635,baseline,false,true
normal_005,normal,12,2026-01-05T15:00:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,100.007,baseline,false,true
normal_005,normal,13,2026-01-05T15:10:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,102.703,baseline,false,true
normal_005,normal,14,2026-01-05T15:20:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,100.864,baseline,false,true
normal_005,normal,15,2026-01-05T15:30:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,100.017,baseline,false,true
normal_005,normal,16,2026-01-05T15:40:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,101.955,baseline,false,true
normal_005,normal,17,2026-01-05T15:50:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,99.964,baseline,false,true
normal_005,normal,18,2026-01-05T16:00:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,97.677,baseline,false,true
normal_005,normal,19,2026-01-05T16:10:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,103.175,baseline,false,true
normal_005,normal,20,2026-01-05T16:20:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,99.990,baseline,false,true
normal_005,normal,21,2026-01-05T16:30:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,100.841,baseline,false,true
normal_005,normal,22,2026-01-05T16:40:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,101.541,baseline,false,true
normal_005,normal,23,2026-01-05T16:50:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,102.059,baseline,false,true
normal_005,normal,24,2026-01-05T17:00:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,100.902,baseline,false,true
normal_005,normal,25,2026-01-05T17:10:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,100.933,baseline,false,true
normal_005,normal,26,2026-01-05T17:20:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,102.019,baseline,false,true
normal_005,normal,27,2026-01-05T17:30:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,101.845,baseline,false,true
normal_005,normal,28,2026-01-05T17:40:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,102.431,baseline,false,true
normal_005,normal,29,2026-01-05T17:50:00,LOT-2026-0005,W24,EQP-09,DIFFUSION,etch_rate_nm_min,101.121,1.204,97.509,104.733,95.101,107.141,102.295,baseline,false,true
